freq1_Z1,freq2_Z1,freq3_Z1,freq4_Z1,freq5_Z1,freq6_Z1,freq7_Z1,freq8_Z1,freq9_Z1,freq10_Z1,freq11_Z1,freq12_Z1,freq13_Z1,freq14_Z1,freq15_Z1,freq16_Z1,freq17_Z1,freq18_Z1,freq19_Z1,freq20_Z1,freq21_Z1,freq22_Z1,freq23_Z1,freq24_Z1,freq25_Z1,freq26_Z1,freq27_Z1,freq28_Z1,freq29_Z1,freq30_Z1,freq31_Z1,freq32_Z1,freq33_Z1,freq34_Z1,freq35_Z1,freq36_Z1,freq37_Z1,freq38_Z1,freq39_Z1,freq40_Z1,freq41_Z1,freq42_Z1,freq43_Z1,freq44_Z1,freq45_Z1,freq46_Z1,freq47_Z1,freq48_Z1,freq49_Z1,freq50_Z1,freq51_Z1,freq52_Z1,freq53_Z1,freq54_Z1,freq55_Z1,freq56_Z1,freq57_Z1,freq58_Z1,freq59_Z1,freq60_Z1,freq61_Z1,freq62_Z1,freq63_Z1,freq64_Z1,freq65_Z1,freq66_Z1,freq67_Z1,freq68_Z1,freq69_Z1,freq70_Z1,freq71_Z1,freq72_Z1,freq73_Z1,freq1_Z2,freq2_Z2,freq3_Z2,freq4_Z2,freq5_Z2,freq6_Z2,freq7_Z2,freq8_Z2,freq9_Z2,freq10_Z2,freq11_Z2,freq12_Z2,freq13_Z2,freq14_Z2,freq15_Z2,freq16_Z2,freq17_Z2,freq18_Z2,freq19_Z2,freq20_Z2,freq21_Z2,freq22_Z2,freq23_Z2,freq24_Z2,freq25_Z2,freq26_Z2,freq27_Z2,freq28_Z2,freq29_Z2,freq30_Z2,freq31_Z2,freq32_Z2,freq33_Z2,freq34_Z2,freq35_Z2,freq36_Z2,freq37_Z2,freq38_Z2,freq39_Z2,freq40_Z2,freq41_Z2,freq42_Z2,freq43_Z2,freq44_Z2,freq45_Z2,freq46_Z2,freq47_Z2,freq48_Z2,freq49_Z2,freq50_Z2,freq51_Z2,freq52_Z2,freq53_Z2,freq54_Z2,freq55_Z2,freq56_Z2,freq57_Z2,freq58_Z2,freq59_Z2,freq60_Z2,freq61_Z2,freq62_Z2,freq63_Z2,freq64_Z2,freq65_Z2,freq66_Z2,freq67_Z2,freq68_Z2,freq69_Z2,freq70_Z2,freq71_Z2,freq72_Z2,freq73_Z2,C (log-CFU/100ml),sensor ID,RCT,CF
271.2,276.35,279.04,284.02,289.73,292.8,296.77,299.38,302.76,305.99,308.39,312.27,314.33,316.53,319.08,323.12,326.3,331.07,335.26,340.1,345.32,349.52,355.51,361.88,367.75,372.39,377.74,383.02,388.39,392.81,398.27,403.45,407.02,412.59,418.04,421.72,429.86,436.07,442.68,449.67,457.98,463.11,471.58,483.85,496.06,500.56,515.57,525.98,540.19,557.17,569.99,595.49,609.65,634.45,660.46,682.45,712.16,741.98,775.29,808.98,845.75,889.14,934.23,983.77,1037.34,1096.45,1158.53,1225.97,1299.7,1375.75,1461.65,1553.36,1653.84,60.11,60.88,57.48,51.65,52.04,48.3,46.31,44.9,43.44,42.08,41.74,41.71,42.31,45.74,46.27,46.82,48.71,49.04,50.28,51.84,51.72,53.61,55.2,53.04,53.3,54.64,55.06,55.88,56.25,57.48,56.92,59.19,61.37,63.74,66.66,69.47,73.22,77.46,82.31,87.44,93.25,98.74,106.02,114.52,123.43,132,142.88,153.08,166.55,180.37,195.42,213.49,230.11,251.64,274.56,297.18,324.05,351.88,385.07,416.81,453.76,494.4,538.79,586.31,638.27,694.63,752.49,820.44,890.65,965.45,1051.99,1138.87,1240.36,0,11,89.1,552.45
274.21,279.42,282.14,287.17,292.95,296.06,300.07,302.71,306.13,309.39,311.81,315.74,317.82,320.04,322.62,326.71,329.93,334.75,338.99,343.88,349.16,353.4,359.46,365.9,371.83,376.53,381.94,387.27,392.71,397.18,402.7,407.93,411.54,417.17,422.68,426.4,434.63,440.91,447.6,454.67,463.07,468.26,476.82,489.22,501.57,506.12,521.3,531.83,546.19,563.36,576.32,602.1,616.42,641.5,667.8,690.04,720.07,750.22,783.9,817.97,855.14,899.01,944.61,994.7,1048.87,1108.63,1171.4,1239.59,1314.14,1391.04,1477.89,1570.62,1672.22,60.78,61.56,58.12,52.22,52.62,48.83,46.82,45.4,43.93,42.55,42.2,42.17,42.78,46.25,46.79,47.34,49.26,49.59,50.84,52.42,52.29,54.21,55.81,53.63,53.89,55.24,55.68,56.5,56.88,58.12,57.55,59.84,62.05,64.44,67.41,70.24,74.03,78.32,83.22,88.41,94.28,99.83,107.2,115.79,124.8,133.47,144.46,154.78,168.4,182.37,197.59,215.86,232.67,254.44,277.61,300.48,327.65,355.79,389.35,421.44,458.81,499.89,544.78,592.83,645.36,702.35,760.85,829.55,900.55,976.17,1063.68,1151.52,1254.14,0,12,87.75,563.37
268.46,273.56,276.22,281.15,286.8,289.85,293.77,296.36,299.7,302.9,305.27,309.12,311.15,313.33,315.85,319.85,323,327.73,331.88,336.66,341.84,345.99,351.92,358.23,364.03,368.63,373.93,379.15,384.47,388.85,394.25,399.38,402.9,408.42,413.82,417.46,425.51,431.66,438.21,445.13,453.35,458.44,466.82,478.96,491.05,495.5,510.36,520.67,534.73,551.54,564.23,589.47,603.49,628.04,653.79,675.56,704.96,734.48,767.46,800.81,837.2,880.15,924.8,973.83,1026.87,1085.37,1146.83,1213.59,1286.57,1361.86,1446.89,1537.67,1637.14,59.5,60.26,56.9,51.13,51.52,47.81,45.84,44.44,43,41.65,41.32,41.29,41.88,45.27,45.8,46.35,48.22,48.55,49.77,51.32,51.2,53.07,54.64,52.51,52.76,54.08,54.51,55.32,55.69,56.9,56.35,58.59,60.75,63.09,65.99,68.77,72.48,76.68,81.48,86.56,92.31,97.74,104.95,113.36,122.18,130.67,141.43,151.53,164.87,178.55,193.45,211.33,227.79,249.1,271.79,294.18,320.77,348.32,381.18,412.6,449.18,489.41,533.35,580.39,631.82,687.61,744.89,812.15,881.66,955.7,1041.36,1127.37,1227.83,0,13,91.44,557
265.72,270.77,273.4,278.28,283.87,286.89,290.78,293.34,296.65,299.81,302.16,305.96,307.98,310.13,312.63,316.59,319.71,324.38,328.49,333.23,338.35,342.46,348.33,354.57,360.32,364.87,370.11,375.28,380.55,384.88,390.23,395.3,398.79,404.25,409.59,413.2,421.17,427.26,433.73,440.59,448.73,453.76,462.06,474.07,486.04,490.45,505.16,515.36,529.28,545.91,558.47,583.46,597.33,621.64,647.12,668.67,697.77,726.99,759.62,792.64,828.66,871.17,915.36,963.89,1016.39,1074.3,1135.13,1201.21,1273.44,1347.96,1432.12,1521.98,1620.43,58.9,59.65,56.32,50.61,50.99,47.32,45.37,43.99,42.57,41.23,40.9,40.87,41.46,44.81,45.34,45.87,47.73,48.05,49.26,50.8,50.67,52.53,54.08,51.97,52.22,53.53,53.95,54.75,55.12,56.32,55.77,57.99,60.13,62.45,65.32,68.06,71.74,75.9,80.64,85.67,91.37,96.74,103.88,112.21,120.93,129.34,139.99,149.99,163.19,176.72,191.48,209.17,225.46,246.56,269.01,291.17,317.5,344.77,377.29,408.39,444.6,484.41,527.91,574.47,625.38,680.6,737.29,803.86,872.66,945.94,1030.74,1115.86,1215.3,0,14,88.96,552.64
279.69,285.01,287.78,292.91,298.8,301.97,306.06,308.76,312.24,315.57,318.04,322.05,324.17,326.44,329.07,333.23,336.52,341.44,345.76,350.75,356.14,360.46,366.64,373.21,379.26,384.05,389.57,395.01,400.55,405.11,410.74,416.08,419.76,425.51,431.13,434.92,443.32,449.72,456.54,463.75,472.32,477.62,486.35,499,511.59,516.23,531.72,542.45,557.1,574.62,587.84,614.13,628.74,654.32,681.14,703.82,734.46,765.21,799.56,834.31,872.23,916.98,963.49,1014.57,1069.83,1130.78,1194.81,1264.36,1340.4,1418.83,1507.42,1602,1705.63,61.99,62.79,59.28,53.27,53.67,49.81,47.76,46.3,44.8,43.4,43.05,43.01,43.63,47.17,47.72,48.29,50.24,50.58,51.85,53.47,53.34,55.29,56.92,54.7,54.97,56.35,56.79,57.63,58.02,59.28,58.7,61.04,63.29,65.73,68.75,71.64,75.51,79.89,84.88,90.18,96.17,101.83,109.34,118.11,127.29,136.14,147.35,157.87,171.77,186.02,201.54,220.17,237.32,259.52,283.16,306.48,334.19,362.9,397.13,429.86,467.97,509.88,555.66,604.67,658.26,716.38,776.05,846.13,918.54,995.68,1084.93,1174.53,1279.2,0,15,93.87,579.47
197.68,200.41,203.11,205.38,209.44,214.24,214.61,217.75,219.63,221.24,223.68,225.95,228.06,227.42,229.45,232.23,234.22,236.37,238.77,241.21,245.34,248.37,254.28,257.75,263.93,270.64,278.35,288.18,299.01,312.08,327.78,345.12,364.52,389.48,416.59,450.65,486.48,525.22,575.47,628.03,688.49,753.24,826.19,895.1,975.28,1068.14,1163.32,1240.63,1336.89,1430.18,1507.01,1607.45,1699.18,1779.86,1878.22,1960.17,2021.92,2113.49,2184.8,2244.33,2319.36,2395.9,2465.51,2542.33,2610.97,2682.77,2757.25,2826.85,2901.77,2984.8,3068.44,3155.97,3249.96,47.43,44.56,44.23,42.16,39.5,38.61,36.5,37.09,36.6,36.52,36.57,37.83,39.71,44.36,45.99,49.19,52.76,57.05,62.32,69.12,75.85,84.68,91.68,106.25,119.05,133.69,149.98,168.49,188.12,210.6,234.15,261.18,289.76,322.35,356.17,390.49,430.29,467.84,506.19,545.73,586.67,620.96,659.56,691.15,720.74,752.29,775.46,784.37,797.82,804.67,803.94,805.29,802.73,792.62,790.18,783.98,768.94,766.46,761.25,749.85,747.53,750.85,754.59,761.45,769.27,786.05,808.62,826.78,849.97,886.24,922.2,965.08,1011.38,1,1,499.48,1464.63
176.36,178.8,181.2,183.23,186.85,191.13,191.46,194.27,195.95,197.38,199.56,201.59,203.47,202.9,204.71,207.18,208.97,210.88,213.02,215.2,218.88,221.59,226.86,229.95,235.47,241.45,248.33,257.1,266.77,278.42,292.43,307.9,325.21,347.48,371.67,402.05,434.02,468.58,513.41,560.3,614.24,672.01,737.09,798.57,870.1,952.94,1037.86,1106.84,1192.71,1275.95,1344.49,1434.1,1515.93,1587.91,1675.66,1748.78,1803.87,1885.56,1949.18,2002.3,2069.23,2137.51,2199.62,2268.16,2329.4,2393.46,2459.9,2521.99,2588.83,2662.91,2737.53,2815.62,2899.47,42.31,39.75,39.46,37.62,35.24,34.45,32.56,33.09,32.65,32.59,32.63,33.75,35.43,39.58,41.03,43.88,47.07,50.9,55.6,61.66,67.67,75.55,81.79,94.79,106.21,119.27,133.8,150.32,167.84,187.89,208.9,233.01,258.51,287.59,317.76,348.38,383.89,417.39,451.6,486.88,523.4,554,588.43,616.61,643.02,671.16,691.83,699.78,711.78,717.89,717.24,718.44,716.16,707.14,704.96,699.44,686.01,683.8,679.15,668.98,666.92,669.88,673.21,679.34,686.31,701.28,721.42,737.61,758.31,790.67,822.75,861,902.31,1,2,302.9,1284.61
197.68,200.41,203.11,205.38,209.44,214.24,214.61,217.75,219.63,221.24,223.68,225.95,228.06,227.42,229.45,232.23,234.22,236.37,238.77,241.21,245.34,248.37,254.28,257.75,263.93,270.64,278.35,288.18,299.01,312.08,327.78,345.12,364.52,389.48,416.59,450.65,486.48,525.22,575.47,628.03,688.49,753.24,826.19,895.1,975.28,1068.14,1163.32,1240.63,1336.89,1430.18,1507.01,1607.45,1699.18,1779.86,1878.22,1960.17,2021.92,2113.49,2184.8,2244.33,2319.36,2395.9,2465.51,2542.33,2610.97,2682.77,2757.25,2826.85,2901.77,2984.8,3068.44,3155.97,3249.96,47.43,44.56,44.23,42.16,39.5,38.61,36.5,37.09,36.6,36.52,36.57,37.83,39.71,44.36,45.99,49.19,52.76,57.05,62.32,69.12,75.85,84.68,91.68,106.25,119.05,133.69,149.98,168.49,188.12,210.6,234.15,261.18,289.76,322.35,356.17,390.49,430.29,467.84,506.19,545.73,586.67,620.96,659.56,691.15,720.74,752.29,775.46,784.37,797.82,804.67,803.94,805.29,802.73,792.62,790.18,783.98,768.94,766.46,761.25,749.85,747.53,750.85,754.59,761.45,769.27,786.05,808.62,826.78,849.97,886.24,922.2,965.08,1011.38,1,3,916.28,1242.85
234.5,237.75,240.94,243.63,248.45,254.14,254.58,258.32,260.54,262.45,265.34,268.04,270.55,269.78,272.19,275.48,277.85,280.4,283.24,286.14,291.04,294.64,301.64,305.76,313.1,321.05,330.2,341.86,354.71,370.21,388.83,409.41,432.42,462.03,494.19,534.59,577.1,623.05,682.66,745.01,816.74,893.55,980.09,1061.84,1156.95,1267.1,1380.01,1471.73,1585.91,1696.59,1787.72,1906.88,2015.69,2111.4,2228.08,2325.3,2398.56,2507.17,2591.77,2662.39,2751.4,2842.19,2924.77,3015.9,3097.33,3182.51,3270.86,3353.42,3442.29,3540.79,3640.01,3743.85,3855.34,56.26,52.85,52.47,50.01,46.86,45.8,43.29,44,43.41,43.33,43.38,44.87,47.1,52.62,54.55,58.35,62.59,67.68,73.93,81.99,89.98,100.45,108.76,126.04,141.23,158.59,177.91,199.88,223.17,249.83,277.76,309.83,343.73,382.4,422.52,463.23,510.44,554.99,600.48,647.39,695.95,736.63,782.42,819.89,855,892.42,919.9,930.48,946.43,954.56,953.69,955.29,952.26,940.26,937.37,930.02,912.17,909.23,903.05,889.53,886.78,890.72,895.15,903.29,912.56,932.48,959.25,980.78,1008.3,1051.32,1093.98,1144.85,1199.78,1,4,493.22,1508.14
180.24,182.73,185.19,187.26,190.96,195.33,195.67,198.54,200.26,201.72,203.94,206.02,207.94,207.35,209.21,211.74,213.56,215.52,217.7,219.93,223.69,226.46,231.84,235.01,240.65,246.76,253.79,262.75,272.63,284.54,298.86,314.67,332.36,355.12,379.83,410.89,443.56,478.88,524.69,572.61,627.74,686.78,753.29,816.13,889.22,973.89,1060.67,1131.17,1218.93,1303.99,1374.04,1465.62,1549.25,1622.81,1712.49,1787.22,1843.52,1927,1992.02,2046.3,2114.71,2184.49,2247.97,2318.01,2380.59,2446.06,2513.97,2577.42,2645.73,2721.43,2797.69,2877.5,2963.19,43.24,40.63,40.33,38.44,36.01,35.2,33.28,33.82,33.37,33.3,33.34,34.49,36.2,40.45,41.93,44.85,48.11,52.02,56.82,63.02,69.16,77.21,83.59,96.87,108.55,121.89,136.74,153.63,171.53,192.02,213.49,238.14,264.19,293.91,324.74,356.04,392.32,426.56,461.53,497.58,534.9,566.17,601.36,630.16,657.15,685.91,707.04,715.16,727.43,733.67,733,734.23,731.9,722.68,720.46,714.81,701.09,698.83,694.08,683.69,681.57,684.6,688.01,694.27,701.39,716.7,737.27,753.83,774.98,808.04,840.83,879.93,922.14,1,5,872.09,1428.99
187.99,190.59,193.15,195.31,199.17,203.73,204.09,207.08,208.87,210.4,212.71,214.88,216.88,216.27,218.2,220.84,222.74,224.78,227.07,229.39,233.31,236.2,241.81,245.12,251,257.37,264.7,274.05,284.35,296.78,311.71,328.2,346.65,370.39,396.17,428.56,462.64,499.47,547.26,597.24,654.74,716.32,785.69,851.23,927.47,1015.78,1106.29,1179.82,1271.35,1360.07,1433.14,1528.66,1615.88,1692.61,1786.15,1864.09,1922.81,2009.88,2077.7,2134.32,2205.67,2278.45,2344.65,2417.71,2482.98,2551.27,2622.09,2688.28,2759.53,2838.48,2918.02,3001.27,3090.64,45.1,42.37,42.06,40.1,37.56,36.72,34.71,35.28,34.8,34.73,34.78,35.97,37.76,42.19,43.73,46.78,50.18,54.25,59.27,65.73,72.13,80.53,87.19,101.04,113.21,127.13,142.62,160.23,178.9,200.28,222.67,248.38,275.55,306.55,338.71,371.35,409.2,444.91,481.38,518.98,557.91,590.52,627.23,657.27,685.41,715.41,737.45,745.92,758.71,765.23,764.53,765.81,763.38,753.76,751.44,745.55,731.24,728.89,723.93,713.09,710.89,714.05,717.6,724.13,731.56,747.52,768.98,786.25,808.31,842.8,877,917.77,961.8,1,6,210.19,1367.07
172.48,174.87,177.22,179.2,182.75,186.93,187.26,190,191.64,193.05,195.17,197.16,199,198.44,200.21,202.63,204.37,206.25,208.34,210.47,214.07,216.72,221.87,224.9,230.3,236.14,242.87,251.45,260.9,272.31,286,301.13,318.06,339.84,363.5,393.21,424.48,458.28,502.13,547.98,600.74,657.24,720.89,781.02,850.98,932,1015.05,1082.51,1166.5,1247.9,1314.94,1402.58,1482.62,1553.01,1638.84,1710.35,1764.23,1844.12,1906.34,1958.29,2023.76,2090.54,2151.28,2218.31,2278.2,2340.85,2405.84,2466.57,2531.94,2604.38,2677.36,2753.74,2835.75,41.38,38.88,38.59,36.79,34.47,33.69,31.84,32.37,31.93,31.87,31.91,33.01,34.65,38.71,40.13,42.92,46.04,49.78,54.38,60.31,66.19,73.89,80,92.71,103.88,116.65,130.86,147.02,164.15,183.76,204.31,227.89,252.83,281.27,310.78,340.72,375.45,408.22,441.68,476.18,511.9,541.82,575.5,603.06,628.88,656.41,676.63,684.41,696.14,702.12,701.48,702.65,700.42,691.6,689.47,684.06,670.93,668.77,664.23,654.28,652.26,655.16,658.42,664.41,671.23,685.87,705.56,721.4,741.64,773.29,804.67,842.08,882.48,1,7,811.3,876.01
199.61,202.38,205.1,207.39,211.49,216.34,216.71,219.89,221.79,223.41,225.87,228.17,230.3,229.65,231.7,234.5,236.52,238.69,241.11,243.58,247.75,250.81,256.77,260.28,266.52,273.29,281.08,291,301.94,315.14,330.99,348.5,368.09,393.3,420.68,455.07,491.25,530.37,581.11,634.18,695.24,760.62,834.29,903.88,984.84,1078.61,1174.72,1252.8,1349.99,1444.2,1521.78,1623.21,1715.84,1797.3,1896.63,1979.39,2041.75,2134.21,2206.22,2266.34,2342.1,2419.38,2489.68,2567.25,2636.57,2709.08,2784.29,2854.56,2930.22,3014.06,3098.52,3186.91,3281.82,47.89,44.99,44.67,42.58,39.89,38.99,36.85,37.46,36.95,36.88,36.93,38.2,40.1,44.8,46.44,49.67,53.28,57.61,62.93,69.79,76.6,85.51,92.58,107.29,120.22,135,151.45,170.15,189.97,212.66,236.44,263.74,292.6,325.51,359.66,394.32,434.51,472.43,511.16,551.08,592.42,627.05,666.02,697.92,727.81,759.66,783.06,792.06,805.64,812.56,811.82,813.18,810.6,800.39,797.92,791.67,776.47,773.97,768.71,757.2,754.86,758.22,761.99,768.92,776.81,793.76,816.55,834.88,858.31,894.93,931.24,974.54,1021.3,1,8,400.4,1249.33
197.68,200.41,203.11,205.38,209.44,214.24,214.61,217.75,219.63,221.24,223.68,225.95,228.06,227.42,229.45,232.23,234.22,236.37,238.77,241.21,245.34,248.37,254.28,257.75,263.93,270.64,278.35,288.18,299.01,312.08,327.78,345.12,364.52,389.48,416.59,450.65,486.48,525.22,575.47,628.03,688.49,753.24,826.19,895.1,975.28,1068.14,1163.32,1240.63,1336.89,1430.18,1507.01,1607.45,1699.18,1779.86,1878.22,1960.17,2021.92,2113.49,2184.8,2244.33,2319.36,2395.9,2465.51,2542.33,2610.97,2682.77,2757.25,2826.85,2901.77,2984.8,3068.44,3155.97,3249.96,47.43,44.56,44.23,42.16,39.5,38.61,36.5,37.09,36.6,36.52,36.57,37.83,39.71,44.36,45.99,49.19,52.76,57.05,62.32,69.12,75.85,84.68,91.68,106.25,119.05,133.69,149.98,168.49,188.12,210.6,234.15,261.18,289.76,322.35,356.17,390.49,430.29,467.84,506.19,545.73,586.67,620.96,659.56,691.15,720.74,752.29,775.46,784.37,797.82,804.67,803.94,805.29,802.73,792.62,790.18,783.98,768.94,766.46,761.25,749.85,747.53,750.85,754.59,761.45,769.27,786.05,808.62,826.78,849.97,886.24,922.2,965.08,1011.38,1,9,578.21,1319.64
213.18,216.13,219.04,221.48,225.87,231.04,231.44,234.83,236.86,238.59,241.22,243.68,245.95,245.26,247.45,250.44,252.59,254.91,257.5,260.13,264.58,267.86,274.22,277.97,284.63,291.86,300.18,310.78,322.46,336.56,353.49,372.19,393.11,420.03,449.27,485.99,524.64,566.41,620.6,677.28,742.49,812.32,890.99,965.31,1051.77,1151.91,1254.56,1337.94,1441.74,1542.35,1625.2,1733.53,1832.45,1919.45,2025.53,2113.91,2180.51,2279.25,2356.15,2420.36,2501.27,2583.81,2658.88,2741.73,2815.76,2893.19,2973.51,3048.56,3129.36,3218.9,3309.1,3403.5,3504.85,51.15,48.05,47.7,45.47,42.6,41.64,39.36,40,39.47,39.39,39.44,40.79,42.82,47.84,49.59,53.04,56.9,61.52,67.21,74.54,81.8,91.32,98.87,114.58,128.39,144.17,161.74,181.71,202.88,227.12,252.51,281.67,312.48,347.64,384.11,421.12,464.04,504.53,545.89,588.53,632.68,669.67,711.29,745.35,777.27,811.29,836.28,845.89,860.39,867.78,866.99,868.44,865.69,854.78,852.15,845.47,829.24,826.57,820.95,808.66,806.16,809.74,813.77,821.18,829.6,847.71,872.04,891.62,916.64,955.75,994.53,1040.77,1090.71,1,10,448.13,1464.63
178.3,180.77,183.2,185.24,188.91,193.23,193.57,196.41,198.1,199.55,201.75,203.8,205.7,205.12,206.96,209.46,211.26,213.2,215.36,217.56,221.29,224.02,229.35,232.48,238.06,244.1,251.06,259.92,269.7,281.48,295.64,311.29,328.78,351.3,375.75,406.47,438.79,473.73,519.05,566.46,620.99,679.39,745.19,807.35,879.66,963.42,1049.27,1119,1205.82,1289.97,1359.26,1449.86,1532.59,1605.36,1694.08,1768,1823.7,1906.28,1970.6,2024.3,2091.97,2161,2223.79,2293.08,2355,2419.76,2486.94,2549.71,2617.28,2692.17,2767.61,2846.56,2931.33,42.78,40.19,39.9,38.03,35.63,34.82,32.92,33.46,33.01,32.94,32.99,34.12,35.82,40.01,41.48,44.36,47.59,51.46,56.21,62.34,68.42,76.38,82.69,95.83,107.38,120.58,135.27,151.98,169.68,189.95,211.19,235.58,261.35,290.75,321.25,352.21,388.1,421.98,456.57,492.23,529.15,560.09,594.9,623.39,650.08,678.53,699.43,707.47,719.6,725.78,725.12,726.34,724.03,714.91,712.71,707.12,693.55,691.32,686.62,676.34,674.25,677.24,680.61,686.8,693.85,708.99,729.35,745.72,766.64,799.35,831.79,870.46,912.23,1,11,840.97,1251.57
191.86,194.52,197.13,199.34,203.28,207.93,208.3,211.35,213.17,214.74,217.1,219.31,221.36,220.73,222.7,225.4,227.34,229.42,231.75,234.12,238.12,241.07,246.8,250.17,256.17,262.68,270.16,279.7,290.22,302.9,318.14,334.97,353.8,378.03,404.34,437.4,472.18,509.77,558.54,609.56,668.24,731.09,801.89,868.78,946.59,1036.72,1129.1,1204.14,1297.57,1388.12,1462.68,1560.18,1649.2,1727.51,1822.97,1902.52,1962.46,2051.32,2120.54,2178.32,2251.14,2325.43,2393,2467.56,2534.18,2603.87,2676.16,2743.71,2816.42,2897.01,2978.19,3063.15,3154.37,46.03,43.25,42.93,40.92,38.34,37.47,35.42,36,35.52,35.45,35.5,36.72,38.54,43.06,44.63,47.74,51.21,55.37,60.49,67.08,73.62,82.19,88.98,103.12,115.55,129.75,145.56,163.54,182.59,204.41,227.26,253.5,281.23,312.87,345.7,379.01,417.63,454.08,491.31,529.68,569.41,602.7,640.16,670.82,699.54,730.16,752.65,761.3,774.36,781,780.29,781.6,779.12,769.3,766.94,760.92,746.32,743.92,738.86,727.8,725.55,728.77,732.4,739.06,746.64,762.94,784.84,802.46,824.97,860.17,895.08,936.7,981.64,1,12,803.61,1254.74
203.49,206.31,209.08,211.42,215.6,220.54,220.92,224.16,226.09,227.75,230.26,232.6,234.77,234.11,236.2,239.06,241.11,243.32,245.79,248.31,252.56,255.68,261.75,265.33,271.7,278.59,286.53,296.65,307.81,321.26,337.42,355.27,375.24,400.94,428.85,463.9,500.79,540.67,592.39,646.5,708.74,775.39,850.49,921.43,1003.96,1099.55,1197.53,1277.12,1376.21,1472.24,1551.33,1654.73,1749.15,1832.2,1933.46,2017.83,2081.39,2175.65,2249.06,2310.34,2387.58,2466.36,2538.02,2617.1,2687.77,2761.68,2838.35,2909.99,2987.11,3072.59,3158.68,3248.8,3345.54,48.82,45.87,45.53,43.4,40.66,39.74,37.57,38.19,37.67,37.6,37.65,38.94,40.88,45.67,47.34,50.63,54.31,58.73,64.16,71.15,78.08,87.17,94.38,109.37,122.55,137.62,154.39,173.45,193.66,216.79,241.03,268.86,298.28,331.83,366.65,401.98,442.94,481.6,521.08,561.78,603.92,639.23,678.96,711.47,741.94,774.41,798.26,807.44,821.29,828.34,827.58,828.97,826.34,815.93,813.42,807.04,791.55,789,783.64,771.9,769.52,772.94,776.78,783.85,791.89,809.17,832.41,851.09,874.97,912.31,949.33,993.46,1041.13,1,13,397.36,1314.99
213.18,216.13,219.04,221.48,225.87,231.04,231.44,234.83,236.86,238.59,241.22,243.68,245.95,245.26,247.45,250.44,252.59,254.91,257.5,260.13,264.58,267.86,274.22,277.97,284.63,291.86,300.18,310.78,322.46,336.56,353.49,372.19,393.11,420.03,449.27,485.99,524.64,566.41,620.6,677.28,742.49,812.32,890.99,965.31,1051.77,1151.91,1254.56,1337.94,1441.74,1542.35,1625.2,1733.53,1832.45,1919.45,2025.53,2113.91,2180.51,2279.25,2356.15,2420.36,2501.27,2583.81,2658.88,2741.73,2815.76,2893.19,2973.51,3048.56,3129.36,3218.9,3309.1,3403.5,3504.85,51.15,48.05,47.7,45.47,42.6,41.64,39.36,40,39.47,39.39,39.44,40.79,42.82,47.84,49.59,53.04,56.9,61.52,67.21,74.54,81.8,91.32,98.87,114.58,128.39,144.17,161.74,181.71,202.88,227.12,252.51,281.67,312.48,347.64,384.11,421.12,464.04,504.53,545.89,588.53,632.68,669.67,711.29,745.35,777.27,811.29,836.28,845.89,860.39,867.78,866.99,868.44,865.69,854.78,852.15,845.47,829.24,826.57,820.95,808.66,806.16,809.74,813.77,821.18,829.6,847.71,872.04,891.62,916.64,955.75,994.53,1040.77,1090.71,1,14,203.27,1360.68
232.56,235.78,238.95,241.62,246.4,252.04,252.48,256.18,258.39,260.28,263.15,265.83,268.31,267.55,269.94,273.21,275.56,278.08,280.9,283.78,288.64,292.21,299.15,303.23,310.51,318.39,327.47,339.03,351.78,367.15,385.62,406.02,428.85,458.21,490.11,530.18,572.33,617.9,677.02,738.86,809.99,886.16,971.99,1053.06,1147.38,1256.63,1368.61,1459.57,1572.81,1682.56,1772.95,1891.12,1999.03,2093.95,2209.67,2306.09,2378.73,2486.45,2570.35,2640.39,2728.66,2818.7,2900.6,2990.98,3071.73,3156.21,3243.83,3325.71,3413.84,3511.53,3609.92,3712.91,3823.48,55.8,52.42,52.04,49.6,46.47,45.42,42.94,43.64,43.05,42.97,43.02,44.5,46.72,52.19,54.1,57.87,62.07,67.12,73.32,81.31,89.24,99.62,107.86,125,140.06,157.28,176.44,198.23,221.32,247.76,275.47,307.27,340.89,379.24,419.02,459.4,506.22,550.4,595.52,642.04,690.2,730.54,775.95,813.11,847.93,885.04,912.3,922.79,938.61,946.67,945.81,947.39,944.39,932.49,929.62,922.33,904.63,901.72,895.58,882.18,879.45,883.36,887.75,895.83,905.02,924.77,951.32,972.68,999.97,1042.63,1084.94,1135.39,1189.86,1,15,906.98,1368.1
